,Polarity,Tweet,Tweet_final_sent_lexicons
288647,1,Presented my first round comps to the Dallas Stars for their website redesign... so far so good ,presented first WEBSITE ps dallas stars website redesign far good POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
277993,0,"Tonight: Big parties for new Salvadoran Prez Funes' inauguration...but drat, can't find a good, unbiased article to post in English ",tonight big parties new salvadoran prez funes inauguration drat ca not NEG_find NEG_good unbiased article post english POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
266945,1,"is hopefully going to have a good night, but then again i always do ",hopefully going good night always POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
707067,1,long day at work... school in the morning. phones going crazy. i'm exhausted! good night ,long work school morning phones going crazy exhausted good night POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
87961,1,"its getting late, goodnight world ",getting late goodnight world POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
397398,1,@nickolena  good idea. I'll work a bit on my tan next week when I'm in Italy.,MENTION good idea work bit tan next week italy POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
152087,0,@rob_alexander hellz no boiiii. I'm good at that statistics stuffff! i got a B in the class!!..i suck at sciences ,MENTION hellz not NEG_boii NEG_am good statistics stuff got class suck sciences POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
33775,1,@SoSensual4u_Luv Thank you very much  So far so good ),MENTION thank much far good POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
689578,0,@ramblingho don't drown!  And you are likely to flood the apt below too.   you deserve some good luck.  No looking at airfares though...,MENTION not NEG_drown NEG_and likely flaaughd apt deserve good luck not laaughking airfares though POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
249155,1,good morning all! ,good morning POSITIVE POSITIVE
707007,1,"If you have mod points on slashdot and need a good cause, please mod up my comment on the accounting poll - http://tinyurl.com/moau6m ",mod points slashdot need good cause please mod WEBSITE ment accounting poll URL POSITIVE NEGATIVE POSITIVE NEGATIVE
503201,1,"@SuzanneMalveaux cool in U &amp; let's see ths vid http://bit.ly/zYzvg  from U cuz that was d good X's 4 me, d cooln me ",MENTION cool let see ths vid URL cuz good cooln POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
36033,1,First cup of coffee since friday morning; coffee never tasted so good! Finally feeling better ,first cup coffee since friday morning coffee never tasted good finally feeling better POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
347053,1,@monyepenny Good morning Sus! Hot weather  I like it! hope you're having a good weekend xox,MENTION good morning sus hot weather like hope good weekend xox POSITIVE NEGATIVE POSITIVE NEGATIVE
601501,1,"@ddlovato Hi, how is Bahamas? I always wanted to go there, should be very good.  Reply me pleasee",MENTION hi bahamas always wanted good reply pleasee POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
165508,0,@Kainz_UK I'll hopefully get a chance to play it tomorrow. Hope it's good otherwise I've wasted so many points ,MENTION hopefully chance play tomorrow hope good otherwise wasted many points POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
623495,0,damn tomorrow got a shoot as Model and next day as Photographer... And i feel so fuckin ill  Crazy weather here in good old germany...,damn tomorrow got shoot model next photographer feel fuckin ill crazy weather good old germany POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
313408,0,"@Schofe Sounds like a good show! cant beleive im missing it though, ive got college ",MENTION sounds like good show not NEG_beleive NEG_am missing though ive got college POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
486144,1,@SaraJayXXX #goodsex causes me to pass out from exhaustion ,MENTION HASHTAG goodsex causes pass exhaustion
592602,1,"@Mayonnaisetoast heya, it was good  Very strange indeed, but still cool. How's the north?",MENTION heya good strange indeed still cool north POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
423042,1,@mimiemiaow good luck teacher!!!! haha ,MENTION good luck teacher laaugh POSITIVE POSITIVE POSITIVE POSITIVE
581662,1,chillin on the computer...just rearranged my room and now some of my stress is relieved.good times ,chillin WEBSITE puter rearranged room stress relievedgood times POSITIVE NEGATIVE POSITIVE NEGATIVE
744440,0,"Strapped up knee &amp; went for a run earlier, only I think I've made it worse...ow!! Throbbing pain &amp; the stench of Deep Heat...not good ",strapped knee went run earlier think made worse ow throbbing pain stench deep heat not NEG_good POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
530421,1,@lacyinwonderlnd haha wow. good to see another BT/how i met your mother fan around here ,MENTION laaugh wow good see another bthow met mother fan around POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
310162,0,"This bed feels so dang good, really gonna hate leaving it in about 8 hours.  ",bed feels dang good really gonna hate leaving hours POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
262987,0,Boys went scrappy in LA all good but I wanna see the girls too   Hello insomnia - check out photo of boys...,boys went scrappy la good wanna see girls hello insomnia check photo boys POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
69649,1,@matteh17 not really mine either... was pretty good - some gigs you walk away well energised ,MENTION not NEG_really NEG_mine either pretty good gigs walk away well energised POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
729358,1,@drbeckloff thank you  i hope you have a good day as well!,MENTION thank hope good well POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
596989,1,@BobGlauber  You've got the hang of it now Bob.  Enjoy your twittering.   Here's a good link 4 U http://tinyurl.com/c5v5z3,MENTION got hang bob enjoy twittering good link URL POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
111176,1,@derekcody oh ok. Well good for you...can I get some weather updates instead??  jk.,MENTION oh ok well good weather updates instead jk POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
243694,1,@jeannicole At least  you got your priorities right haha and you think he is HOT? good grief babe look at Tom that is HOT  lol  xx,MENTION least got priorities right laaugh think hot good grief babe laaughk tom hot laugh POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
251745,1,@omshantihand Thanks dear  Hope your having a good day!,MENTION thanks dear hope good POSITIVE POSITIVE POSITIVE POSITIVE
86276,1,good morning twitterland ,good morning twitterland POSITIVE POSITIVE POSITIVE POSITIVE
304048,0, I don't feel good. @koolbanana12 will you go to work for me tomorrow? My throat hurts. ,not NEG_feel NEG_good MENTION work tomorrow throat hurts NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
739085,0,Don't feel good ,not NEG_feel NEG_good NEGATIVE NEGATIVE
176858,1,@scenariogirl Very good! ,MENTION good POSITIVE POSITIVE
47671,1,@NikkiCJ hope you have a good morning my new twitter friend  don't work too hard! ,MENTION hope good morning new twitter friend not NEG_work NEG_too hard POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
343441,0,@petraaafied n'awww don't let this get to your other exams  - sending you tonnes of good vibes -,MENTION WEBSITE let exams sending tonnes good vibes POSITIVE POSITIVE POSITIVE POSITIVE
119120,1,Really good night ,really good night POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
400596,0,Days turning out horrible when I'm trying to make it a good one  why do I always have the worst luck? Ugh,days turning horrible trying make good one always worst luck ugh POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
635348,0,@like_torches better be taking good care of the giraffe because i miss it ,MENTION better taking good care giraffe miss POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
220915,0,not feeling too good. ,not NEG_feeling NEG_too good POSITIVE NEGATIVE POSITIVE NEGATIVE
292556,1,"Had a very good bike ride yesterday, then met up with LouLou  Overall it was an awesome day.",good bike ride yesterday met loulou overall awesome POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
797950,0,At the hospital. My grandpa doesn't look good.  sad day,hospital grandpa not NEG_laaughk NEG_good sad NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
755043,0,Feeling a bit better. May go out and rent a DVD later. No good TV without foxtel ,feeling bit better may rent dvd later not NEG_good NEG_tv without foxtel POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
499300,1,#goodsex is him and i lastnight  gettin flashbacks...hmmm,HASHTAG goodsex lastnight gettin flashbacks hmm
629041,0,"@danfowlie that's the one I mean, I don't get that  I want to show @nzbill that my iPhone is as good as his Treo. ",MENTION one mean not NEG_get NEG_that want show MENTION iphone good treo POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
587300,0,I need new ideas for package goodies. One of my cool ones broke  damn glasss need more bubble wrap,need new ideas package goodies one cool ones broke damn glasss need bubble wrap POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
778975,0,"good morning lovely people! Didnt sleep well last night, up at 4am with the birds again ",good morning lovely people not NEG_sleep NEG_well last night birds POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
148960,0,going to 24 hours to run! then lake for the day after i say goodbye to my baby ,going hours run lake say goodbye baby NEGATIVE NEGATIVE
622244,1,"With my lily bear. Thank goodness, I missed her so ",lily bear thank goodness missed POSITIVE NEGATIVE POSITIVE NEGATIVE
292960,0,Looking for a good end of the year project.  Just starting to introduce Vietnam War.  What a bad idea that war was ,laaughking good end year project starting introduce vietnam war bad idea war POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
485755,1,is taking a nap while waiting for her McDonald's goodies.  YAY.,taking nap waiting mcdonald goodies yay POSITIVE POSITIVE
2055,0,"@JCTurner Yeah, not good. Even going back to 2.2.1 didn't resolve it. ",MENTION yeah not NEG_good NEG_even going back not resolve POSITIVE NEGATIVE POSITIVE NEGATIVE
43694,1,Did Japanese Kanji - didn't know only twwwoo. good for me ,japanese kanji not NEG_know NEG_only WEBSITE good POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
220680,1,"Morning, TwitFam..HAPPY FRIDAY! Hope everyone finds a good cookout and stays safe this weekend - I know I have that covered! ",morning twitfam happy friday hope everyone finds good cookout stays safe weekend know covered POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
90017,1,"@minmouse Oh wow, talk about sods law. That's the good ole' British Weather for you. ",MENTION oh wow talk sods law good ole british weather POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
92455,1,@jen004 yes I did.... it was really good.. your amazingly relaxed  on camera .....and thx for the mention ,MENTION yes really good amazingly relaxed camera thx mention POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
780428,1,@kevinjholmes yeah his good and has nice legs  how's you?,MENTION yeah good nice legs POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
343644,1,"@MissPhotogenic that's good.  u know me, moody as hell, ready to go home =( can't wait til girly time is over lol I think I need to he ...",MENTION good know moody hell ready home ca not NEG_wait NEG_til girly time laugh think need POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
416911,0,Where is the summer breeze? this city is kind of bi-polar....  some minutes are good and others are bad....,summer breeze city kind bipolar minutes good others bad POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
703495,0,Lions lost agaimst South Africa 2day...  but we gave them a good match next time we will win ! xxx,lions lost agaimst south africa gave good match next time win POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
788519,0,Debating on whether or not Im going to this shoot @ 11am. Really don't feel up for the hustle and bustle today! Not feeling so good! ,debating whether not NEG_am NEG_going shoot really not feel hustle bustle today not feeling good POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
623843,1,"@westlifebunny actually, i think we can go with me being 27 from here on out. got it? good. ",MENTION actually think got good POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
94178,0,good night ppl. i hate finals when my bf is studying  no cakin 2night. god=love.,good night hate finals bf studying not NEG_cakin NEG_night godlove POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
535584,1,"will try to finish the book, *bye bye bertie.* haha! k? goodnight y'all..  // @psyche_24teen nice tweeting with you again. keep safe ! :-*",try finish book bye bye bertie laaugh okay goodnight MENTION nice tweeting keep safe POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
26119,0,Oo good desperate housewives tonight .. Edie dies though  but a bit of drama never made bad tele.,good desperate housewives tonight edie dies though bit drama never made bad tele POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
372129,1,@purelaura having a good time in the sunshine ,MENTION good time sunshine POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
534218,1,"The weather is nice again  tomorrow will be so good, Emma will be brilliant, then we will all have a drink to celebrate, OUI ? ",weather nice tomorrow good emma brilliant drink celebrate oui POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
218133,0,"okai computer me and you have to part  but i will be right back after 8hours,okay...good  night night laptop and twitterers x",WEBSITE puter part right back hoursokay good night night laptop twitterers POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
326676,0,@MikeLewisLP Michael Owen has never been good.. He was overrated from the word go like so many British players are ,MENTION michael owen never good overrated word like many british players POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
526987,1,@andrewsayer yeah...good luck with that ,MENTION yeah good luck POSITIVE POSITIVE POSITIVE POSITIVE
106649,1,"@RealMikeKnight @TeresaKopec - Guess POTUS will be able to do more digging &amp; folo up on the SS nomination. He's in a good pos 2 do that, ",MENTION MENTION guess potus able digging folo nomination good pos POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
281151,0,"today: wavves, phoenix, grizzly bear and some islands (for good measure). The fiery furnaces cd is not working ",today wavves phoenix grizzly bear islands good measure fiery furnaces cd not NEG_working POSITIVE NEGATIVE POSITIVE NEGATIVE
227188,1,Im in bed nice and cozy good nighters! p.s. bobby!!! i agree crocs are wack.  Rinacee,bed nice cozy good nighters ps bobby agree crocs wack rinacee POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
34723,1,@x__dickhead Yeahhhhh sounds good! It's gonna be the best day since EVERRRRR  xoxo,MENTION yeahh sounds good gonna best since everr xoxo POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
329217,1,"Im going to listen to fun music,Ineed feelgood music to listen to!help me out? ",going listen fun musicineed feelgood music listen tohelp POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
496775,1,Whoop!  My geography exam went really good! I think I got the full marks for the question with the highest marks!  lol!  All is good!,whoop geography exam went really good think got full marks question highest marks laugh good POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
231497,1,@PS_Michelle good night ,MENTION good night POSITIVE POSITIVE POSITIVE POSITIVE
277723,1,Mister King is going to bedd now. He is bored so goodnight ppl. ,mister king going bedd bored goodnight POSITIVE NEGATIVE POSITIVE NEGATIVE
343323,1,@pagingDrCullen that's good cuz I'd miss you! ,MENTION good cuz would miss POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
86162,1,goodnight tweeties ,goodnight tweeties POSITIVE POSITIVE
402531,0,wishin the day was almost over its not been a good one ,wishin almost not NEG_been NEG_good one NEGATIVE NEGATIVE NEGATIVE NEGATIVE
433309,1,"@Helpspooky and @ionaaaa thanks for the luck! I've doen it now and I'm finished! Woo, good luck with history tomorrow you two!  x",MENTION MENTION thanks luck doen finished woo good luck history tomorrow two POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
249885,0,@CuriouserPanda that is a very very good idea.....me 2!!! if i fail anything internet will get the blame!!   i hate the internet!!,MENTION good idea fail anything internet blame hate internet POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
794267,1,"@ScruffyPanther you have a good argument to like one more to another, so not bad... slightly weird maybe, but not bad... ",MENTION good argument like one another not NEG_bad NEG_slightly weird maybe not bad POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
250276,0,@emmielovegood only heard of Riddle TM :/ I wish I could have gone too... ,MENTION heard riddle tm EMOJI wish could gone NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
308042,0,@CJ_LaForge Outlook not so good ,MENTION outlaaughk not NEG_so NEG_good NEGATIVE NEGATIVE
267904,0,- NOT having a good night ,not NEG_having NEG_good night POSITIVE NEGATIVE POSITIVE NEGATIVE
710288,0,"oft F1 Grand Prix qualifying was good,   hamilton Starting 19th Tomorrow ",oft grand prix qualifying good hamilton starting th tomorrow POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
698882,0,@faryl ACK! You mean I missed my Friday Keith Morrison fix  was it a good show? aaaaaaaaahhhhhhhaaaa,MENTION ack mean missed friday keith morrison fix good show laaugh POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
354242,1,@TaylorWilde good lick with your exam today! ,MENTION good lick exam today POSITIVE NEGATIVE POSITIVE NEGATIVE
91150,1,@DestineeParis hey girls! you rock. sad sara left. she was really good. bye. ,MENTION hey girls rock sad sara left really good bye POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
6698,1,@Triptophobia I think everyone's fangirled over something or someone. Even dudes fanboy over stuff. But it's good that you've moved on ,MENTION think everyone fangirled something someone even dudes fanboy stuff good moved POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
54798,1,Everyone have a great night im off to bed.. its late.. Keep up the good tweets. Im enjoying reading them ,everyone great night bed late keep good tweets enjoying reading POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
708690,0,not feeling good.  I think i've got a cold. grrr.,not NEG_feeling NEG_good think got cold grr NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
262131,1,@jodikicksass nah I'm good sweets ,MENTION nah good sweets POSITIVE POSITIVE
6091,1,Had the best night in Letterfrack!;) lol suffering now tho  thank goodness richard's makin pancakes!!! Onto Galway city later  x,best night letterfrack EMOJI laugh suffering tho thank goodness richard makin pancakes onto galway city later POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
498373,1,@Ali4Coach you know my bookeeper's daughter!  good people,MENTION know bookeeper daughter good people POSITIVE POSITIVE POSITIVE POSITIVE
121313,0,today is free! i would like to enjoy the sun. but first i must clean the house!  wish everyone a good start into the week!,today free would like enjoy sun first must clean house wish everyone good start week POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
492341,1,trying to get some good interviews for future BT Tradespace newsletters http://tinyurl.com/mejj2w. Tried James Caan but need 12k! ,trying good interviews future bt tradespace newsletters URL tried james caan need okay POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
352442,1,Back from the church.  It feels so good to hear God's words. Going to take a nap in a few minutes.,back church feels good hear god words going take nap minutes POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
658556,0,"Its Friday!! Too bad I have work tonight  its all good though....Gotta make $$, that's wats important",friday bad work tonight good though gotta make wats important POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
553880,0,@Jeff_isChill my phone isn't connecting to the net very good so I'm always hours behind... saw you on yahoo but it logged me out ,MENTION phone not NEG_connecting NEG_to net good always hours behind saw yahoo logged POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
462924,1,@mileycyrus good job last night at the movie awards ,MENTION good job last night movie awards POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
283844,0,Dosn't feel good I can't blive i got sick ,dos not NEG_feel NEG_good ca not blive got sick NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
571783,1,@greyko How was it?  Lots of good books?  Cost anything to get in?  Thinkin bout going tomorrow. ,MENTION lots good books cost anything thinkin bout going tomorrow POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
206240,1,"Morning, Headache! Not nice...a good evening though,,,tomato is still asleep with popcorn in his hair and whiskers on his face-it was me ",morning headache not NEG_nice NEG_good evening thoughtomato still asleep popcorn hair whiskers faceit POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
70245,1,"@cameronolivier oh well a hi never hurt anyone hehe, it's all good, slicing my first premium wordpress theme ",MENTION oh well hi never hurt anyone hehe good slicing first premium wordpress theme POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
178401,0,good night fellow Twitterati. back to work tomorrow ,good night fellow twitterati back work tomorrow POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
383985,0,"@christie_brown Drinking coffee,  I'm not feeling so good this morning. Woke up w/ full blown cold. Hope it don't last long ",MENTION drinking coffee not NEG_feeling NEG_so good morning woke full blown cold hope not last long POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
426337,0,not a good friend. ,not NEG_good NEG_friend NEGATIVE NEGATIVE
579811,1,@SherriEShepherd doing good. The results in the end will be worth it. ,MENTION good results end worth POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
26198,1,@shaneohagan I hold the towle left and right the glowing stick ....i am good in pretending listening ,MENTION hold towle left right glowing stick good pretending listening POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
754867,1,@markhoppus good thing i got my tickets already ,MENTION good thing got tickets already POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
482302,1,@ashaj Those lucky geniuses! Hope you're having a good time at home ,MENTION lucky geniuses hope good time home POSITIVE POSITIVE POSITIVE POSITIVE
512579,1,@mkawaye that sounds like a good combo also ,MENTION sounds like WEBSITE bo also
60663,0,@CraigNWright no good. I can only swear in natural speak. I struggle in tweets ,MENTION not NEG_good NEG_can swear natural speak struggle tweets POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
709933,0,"@ROBBIEEEEE yeah,but she doesn't have TYRA eyes so its not as good ",MENTION yeahbut not NEG_have NEG_tyra eyes not good POSITIVE NEGATIVE POSITIVE NEGATIVE
311621,0,good morning... i'm at work and i can't concentrate (is that right?) myself  i want home,good morning work ca not NEG_concentrate NEG_is right want home POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
306335,0,"Even as an adult, watching scary movies before bed is not a good idea ",even adult watching scary movies bed not NEG_good NEG_idea POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
798038,1,@fragileheart &gt; awwww thanks.. too kind it will just take some time to heal  I'll be good as new by weeks end i hope.,MENTION gt aw WEBSITE kind take time heal good new weeks end hope POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
404652,0,"@Monicarrrr ahahaha so i tested my advice had 1 coffee then jumped up and down, it's not good i feel sick ",MENTION alaaugh tested advice coffee jumped not NEG_good NEG_feel sick POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
679477,1,"@paigeshoemaker Thanks!  This will be a good idea, or a really bad idea! ",MENTION thanks good idea really bad idea POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
230799,1,@lbchaser hey dude hope your doing good  miss ya ....,MENTION hey dude hope good miss POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
728729,1,@Teddizzle pretty good so far! looooooooooots of sleep! ,MENTION pretty good far laaughts sleep POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
590879,0,@ChrisTFT if u pick me up and u convince my mother that u r a good guy..I'll come. But good luck trying to figure that one out ,MENTION pick convince mother good guy WEBSITE good luck trying figure one POSITIVE NEGATIVE POSITIVE NEGATIVE
